time,open,high,low,close,VWMA,RSI,K,D
1509926400,7345.1,7401,6906,6960.12,6184.198188340876,67.54524326384801,82.10263351522708,93.8429748784289
1510012800,6981.72,7198.49,6901,7064.04,6240.910869979137,68.85734393245684,64.42572532895737,81.9848833214147
1510099200,7070,7770.02,6651,7303,6365.21814252782,71.69145639709792,52.08218954282332,66.20351612900264
1510185600,7303.01,7392,7015,7079.99,6435.435594426093,65.68381994208048,46.3992611324677,54.30239200141619
1510272000,7079,7279.91,6255.01,6506.98,6462.916002197509,53.32008650415807,30.74283598540409,43.074762220231754
1510358400,6503,6797.98,6100,6245.05,6466.1283922477705,48.79836102585047,10.32674731814535,29.15628147867243
1510444800,6245.05,6630,5325.01,5811.03,6407.751537528148,42.384371102760134,1.6579330501069005e-14,13.689861101183203
1510531200,5839.94,6697.47,5699.99,6465.99,6431.203026115355,52.52524703158342,9.1362750330681,6.487674117071208
1510617600,6465.99,6684.98,6311.07,6574.99,6492.377945571587,53.97704461801284,19.58052603735022,9.57226702347283
1510704000,6575.99,7298,6575.99,7240.06,6566.448410240046,61.677593370847404,36.96247471244979,21.89309192762276
1510790400,7240.14,7940,7076,7864.5,6669.0527097729655,67.2229018785093,50.20411359701139,35.58237144893719
1510876800,7876.98,7989,7451,7699.19,6786.6507270775,64.55956190842696,59.738279006985074,48.96828910548214
1510963200,7680.01,7819.99,7422,7761.94,6894.683702017197,65.12440812618672,63.06304131049854,57.66847797149839
1511049600,7761.94,8123.15,7650.33,8038,7008.430993229981,67.5729787579836,69.33418091496486,64.04516707748287
1511136000,8057.11,8319.99,7954,8212,7121.844393456961,69.04803870682397,79.68252375394593,70.69324865980316
1511222400,8212.49,8400,7801,8119.51,7220.917462475074,67.29569177911245,87.3094852486867,78.77539663919922
1511308800,8091.09,8322.68,8091.09,8205.92,7295.012940794085,68.10997870660893,90.82105817135373,85.9376890579955
1511395200,8233.03,8260,8000,8019.99,7356.700582400204,64.39468892839501,88.01029078199213,88.71361140067756
1511481600,8019.97,8369,7850,8138,7419.876348875093,65.67451983508275,88.79257874609509,89.20797589981369
1511568000,8138.99,8734.78,8090,8700.01,7506.180340684365,71.01750008439906,89.9652856346654,88.92271838758427
1511654400,8700.04,9350,8604.72,9128.02,7608.518446705905,74.29859215419668,95.78262710412343,91.51349716162804
1511740800,9128,9654.28,9112.04,9650,7755.901112137044,77.62536510492123,100,95.24930424626301
1511827200,9650,9939,9570.5,9896.8,7911.911891780423,79.00886205677875,100,98.59420903470787
1511913600,9896.79,11300.03,8520,9687.88,8213.259016048234,74.7928496990491,90.38373611540776,96.79457870513598
1512000000,9687.88,10900,8850.8,9838.96,8403.014074082379,75.79857338429174,83.06141815214244,91.14838475585013
1512086400,9837,10898,9380,10782.99,8622.24021947889,80.92098412585626,83.06141815214244,85.50219080656427
1512172800,10775.04,11190,10620,10890.01,8801.58685617153,81.40157275009946,92.67768203673468,86.26683944700659
1512259200,10902.69,11825,10500,11165.41,9084.650234264367,82.61516230626918,100,91.91303339629245
1512345600,11165.41,11616,10802,11616,9272.081561135472,84.40784731094581,100,97.5592273455783
1512432000,11608,11853,11447.68,11699.99,9434.86186101581,84.72405480071386,100,100.00000000000007
1512518400,11698,13615.23,11665.58,13545.53,9725.37776725537,89.67768626256097,100,100.00000000000007
1512604800,13545.53,16649.96,13050,16533.11,10212.677467672038,93.4056317953553,100,100.00000000000007
1512691200,16552.9,17204.99,14015,15880,11075.59260315462,86.08619772660832,89.10221099398389,96.36740366466137
1512777600,15880,16269.3,12535,14699.97,11539.033790963042,74.69686650823232,56.46369025593037,81.85530041663817
1512864000,14699.97,15720.12,12368,14946.26,12005.992360551494,75.42758639533635,24.432277663828383,56.666059637914294
1512950400,14901.08,17470,14901.08,16560.02,12440.867898840163,79.58722436355607,10.709864642027668,30.53527752059556
1513036800,16560.04,16976.45,15875,16350,12788.54710186353,77.7427442602888,15.441880426051114,16.861340910635807
1513123200,16350,16546,14666.56,16020.42,13117.278845610095,74.81259194704162,14.346147242778606,13.499297436952554
1513209600,16046.58,16445,15450,16340,13442.994794677246,75.76638036144688,7.538564551865563,12.44219740689852
1513296000,16339.99,17991,16300.06,17516.81,13773.892271814611,78.93038179637597,9.65457366641788,10.51309515368744
1513382400,17516.81,19539,17190.01,19102.66,14014.398569809577,82.28666864558573,22.971106645905707,13.388081621396474
1513468800,19102.66,19798.68,18510,18860.02,14357.462122298726,80.18209192548558,30.8385625260255,21.15474761278312
1513555200,18865,19300,17029.98,18856.25,14712.02325453223,80.14779221284434,33.0076178641425,28.939095678691327
1513641600,18856.25,18950,16300,17295.2,14996.624683225813,67.30844848926046,19.484897326695844,27.77702590562137
1513728000,17295.2,17720.35,14777.66,16488.98,15444.253050362986,61.801957529843015,9.711892831972586,20.7348026742704
1513814400,16480.52,17309.5,14022,15492.64,15694.631555796617,55.73372640002291,2.3684757858670005e-15,9.7322633862229
1513900800,15514.03,15699.34,10961,13326.61,15468.075826148484,45.31638835588803,2.3684757858670005e-15,3.23729761065762
1513987200,13326.61,14950,12978.18,13300,15441.633768892065,45.20460261172002,2.3684757858670005e-15,9.197580968450186e-14
1514073600,13300,13819.99,11640,13500,15323.428398584952,46.27725530962544,0.9642151518075307,0.32140505060260144
1514160000,13500,14300,12708,13699.34,15294.096166793235,47.38283894643751,2.9222473110083196,1.2954874876053737
1514246400,13699.34,16050,13533,15689.01,15381.36161695243,56.913911221282056,13.447828238159056,5.778096900325058
1514332800,15709.98,16498.05,14200.15,15459.99,15425.665791823667,55.66403761377102,21.885673723514856,12.7519164242275
1514419200,15459.97,15539.99,13150,14182.11,15314.921063537522,49.17482723176624,23.49650475945927,19.610002240377817
1514505600,14199.14,14981,13850,14378.9,15230.795293056794,50.138827756048826,17.40633396634525,20.929504149773216
1514592000,14378.99,14398.85,11750,12440.01,15088.268591157763,41.73892120003177,8.004273329181922,16.30237068499557
1514678400,12345.1,14050.11,12149.98,13716.36,15045.125795734531,47.923923055268105,9.803095334653635,11.737900876727025
1514764800,13715.65,13818.55,12750,13380,14943.257403946724,46.522267098477144,11.603422822120757,9.803597161985527
1514851200,13382.16,15473.49,12890.02,14675.11,14886.221355453807,52.306375091831136,29.160509260556807,16.855675805777157
1514937600,14690,15307.56,14150,14919.51,14845.239528670627,53.33216931019938,49.25851485321888,30.00748231196557
1515024000,14919.51,15280,13918.04,15059.54,14807.659718063456,53.94338778822179,69.83106853009372,49.41669754795655
1515110400,15059.56,17176.24,14600,16960.39,14878.697579003361,61.34456593173001,85.607315424991,68.23229960276795
1515196800,16960.39,17143.13,16011.21,17069.79,14940.893254317434,61.72578039626432,93.47495796504535,82.97111397337677
1515283200,17069.79,17099.96,15610,16150.03,14884.829195198516,56.66608999828997,91.56163832729976,90.21463723911212
1515369600,16218.85,16322.3,12812,14902.54,14777.354744943188,50.60690304442486,73.01799215345883,86.0181961486014
1515456000,14902.54,15500,14011.05,14400,14678.018438979261,48.36340240464824,50.732719847918474,71.77078344289244
1515542400,14401,14955.66,13131.31,14907.09,14626.211288282819,50.736631350465274,40.84379134476413,54.86483444871391
1515628800,14940,14968.68,11400,13238.78,14468.333864874368,43.63169075556522,29.210794183351783,40.262435125344886
1515715200,13238.76,14109.78,12500,13740.01,14543.916006879945,46.07497591508323,25.394242406178154,31.81627597809811
1515801600,13749.95,14580,13706.15,14210,14575.706445424168,48.33629047296424,19.055117214399733,24.553384601309975
1515888000,14210,14339.5,12569.2,13474.99,14607.733286012448,45.1477217322173,18.69129311296781,21.046884244515322
1515974400,13477.98,14249.99,13147.79,13539.93,14604.142785877717,45.48986143378629,14.882947107215417,17.543119144861073
1516060800,13500,13542.93,9035,10900,14008.37616121641,35.73241843046756,6.216029141515084,13.263423120566193
1516147200,10899.99,11680.99,9037.94,10988.79,13507.004702586673,36.22787843522053,4.058530594173185,8.385835614301316
1516233600,10972.59,11878.82,10435.33,10961.97,13234.09878222959,36.1372527758291,1.1545182847056032,3.8096926734647116
1516320000,10960,11795,10360,11474.98,13079.375157478898,39.266832027490004,5.686974945080643,3.633341274653232
1516406400,11474.98,13099,11412.45,12799.94,13087.375075114585,46.55187992065463,22.279771091657746,9.707088107148087
1516492800,12799.8,12799.8,10965,11530,12959.284989087615,41.423098653214026,34.403025444002346,20.789923826913668
1516579200,11530,11926.35,9900.24,10760.05,12791.773867812859,38.64328910777905,36.33735401884139,31.006716851500585
1516665600,10760.05,11399,9905,10799.18,12608.408755528073,38.867819097407576,26.074791192712016,32.271723551852006
1516752000,10799.14,11570.48,10500,11349.99,12494.855192874684,42.08082346634381,30.221948706175038,30.87803130590957
1516838400,11349.96,11794.05,10950.21,11175.27,12363.1617287856,41.33862014974192,38.581828642774404,31.626189513887244
1516924800,11184.7,11643,10311.15,11089,12128.131115459939,40.95452185313658,45.427072251830346,38.07694986692669
1517011200,11089,11650,10842.69,11491,11964.501308056628,43.584984014775145,52.83022794968985,45.61304294809829
1517097600,11499.98,12244,11408,11879.95,11880.395211068171,46.08755744666513,69.90637983147737,56.054560010999275
1517184000,11879.95,11975.02,11139.55,11251,11737.788438792186,42.78259685495504,77.81620507915538,66.85093762010763
1517270400,11250.11,11308.42,9900,10237.51,11617.870487969913,38.0478114137713,59.738471499452864,69.15368547002863
1517356800,10230,10425.85,9700,10285.1,11490.494644745891,38.39259532762342,35.05416395314257,57.53628017725037
1517443200,10285.1,10335,8750.99,9224.52,11279.3741288389,33.86880353347837,13.333494426654639,36.04204329308346
1517529600,9224.52,9250,8010.02,8873.03,11040.202185072381,32.5019596672077,7.21850950729067,18.535389295696064
1517616000,8873.03,9473.01,8229,9199.96,10907.09602727994,35.124523677394194,6.43466719379358,8.995557042579733
1517702400,9199.96,9368,7930,8184.81,10721.00800341304,31.085693263179422,6.43466719379358,6.69594796495938
1517788800,8179.99,8382.8,6625,6939.99,10347.262336291074,26.987693200778082,6.43466719379358,6.4346671937936835
1517875200,6939.63,7878,6000.01,7652.14,9960.435870114694,32.47227042811768,9.571756037516755,7.480363475034743
1517961600,7655.02,8476,7150.01,7599,9680.052951149944,32.27742923580986,18.80347267335771,11.60329863488945
1518048000,7599,7844,7572.09,7784.02,9591.022792542146,33.767547607976,30.635763416223217,19.670330709032665
1518134400,7784.02,8738,7784.02,8683.93,9475.363163426606,40.61217538640496,44.841632200587505,31.426956096722915
1518220800,8683.92,9065.78,8120,8533.98,9282.564931092722,39.872761854942794,58.097106203530586,44.52483394011387
1518307200,8533.99,8549,7726.53,8063.88,9082.96710921674,37.563738057704825,68.58434562576343,57.174361343293945
1518393600,8063.82,8989,8053,8903,8973.460967744531,43.81789275055372,78.1400541372157,68.27383532217
1518480000,8903,8950,8351,8539.9,8859.780576916137,41.86374816279676,85.11588307032774,77.28009427776907
1518566400,8535.17,9489.6,8533,9449.99,8801.778094468744,48.11015614724528,96.12968623856273,86.4618744820355
1518652800,9449.98,10219.5,9301.5,10000.09,8818.85749125015,51.50209695747618,96.12968623856273,92.45841851581785
1518739200,10000.89,10323.37,9666,10159.98,8788.548962607363,52.47452331942353,99.99999999999999,97.41979082570857
1518825600,10156.07,11075.07,10050,11039.55,8841.98576725202,57.52051774925671,99.99999999999999,98.70989541285434
1518912000,11039.55,11274,10080,10383.43,8892.22342949321,52.99994698689795,95.0647968438238,98.35493228127469
1518998400,10375.01,11250,10270.33,11153,8959.038067955875,57.244322624993124,94.7000829880999,96.58829327730798
1519084800,11147.11,11786.01,11100.59,11200.99,9042.326351915966,57.50205601670587,94.67570439097615,94.81352807430005
1519171200,11195.07,11304.03,10200,10437.6,9118.474543826049,52.11984845538727,92.03196863025518,93.80258533644384
1519257600,10439.02,10933.44,9679,9811.04,9161.900428037527,48.137311773638636,76.72413724798132,87.81060342307099
1519344000,9815.55,10435,9570.19,10131.04,9232.141465809003,50.229037212700945,64.56972973957855,77.77527853927178
1519430400,10131.04,10496.97,9352,9694.51,9251.835003152199,47.41937396429039,55.27696901173067,65.52361199976362
1519516800,9694.51,9847,9274.8,9590,9295.447004059723,46.74521086737871,48.00883711456655,55.95184528862536
1519603200,9590,10444.32,9350,10324,9485.459500646355,51.91574002971043,48.25502608035843,50.513610735551985
1519689600,10321,10870,10121,10569.04,9725.14028828461,53.537564688304606,52.805489449687265,49.68978421487085
1519776000,10584.33,11098,10300,10326.76,9893.945724490719,51.68146605013589,57.68310269525364,52.91453940843321
1519862400,10325.64,11060.41,10240,10920,9926.160838716403,55.72873372775293,64.07282901888429,58.18714038794184
1519948800,10923.36,11200,10770,11039,9983.854002226075,56.51556787863961,73.28526019131932,65.01373063515251
1520035200,11038.99,11544,11015.01,11464.48,10101.806958075016,59.30081564995565,91.34832408091485,76.23547109703959
1520121600,11464.47,11565,11050.02,11515,10238.824141528195,59.631445534549464,96.89119489701885,87.17492638975109
1520208000,11515,11710,11415.01,11454,10329.729241724508,59.008113699052146,98.38760286564975,95.54237394786124
1520294400,11455,11455,10555.48,10716.48,10421.767900617204,51.93898226053203,78.48920359774745,91.25600045347211
1520380800,10716.48,10899,9389.31,9910,10438.456462623195,45.517475098319544,45.15587026441412,74.01089224260387
1520467200,9910,10099,9060,9271.64,10407.687810159494,41.17774388622323,13.434934065431003,45.69333597586428
1520553600,9267.07,9410,8329,9227,10328.635078180432,40.88419306339315,-2.6053233644537006e-14,19.530268109948462
1520640000,9230,9490,8667.07,8770.22,10223.36693000377,37.906359575681996,-2.6053233644537006e-14,4.478311355143741
1520726400,8770.22,9740,8450,9533.57,10173.931613005221,45.10248872127117,11.041197810392605,3.6803992701309416
1520812800,9533.57,9888.88,8780,9131.34,10071.21686378151,42.319401748364,17.81223687714598,9.617811562512944
1520899200,9131.34,9474,8823,9150,9958.328641675467,42.496674138279886,24.855269328645935,17.902901338728267
1520985600,9151.92,9333.78,7900.28,8170,9804.77036072607,36.203607740669284,13.814071518253305,18.82719257468183
1521072000,8184.01,8430,7650,8240.98,9698.949926812902,36.932075794356095,8.079503194974604,15.582948013958038
1521158400,8240.98,8611.64,7900,8260,9592.703210955477,37.13921076237888,2.367654938307448,8.087076550511878
1521244800,8260,8348.62,7721.99,7824.8,9509.16700605402,34.35858103292493,2.367654938307448,4.2716043571965905
1521331200,7824.01,8317.4,7322,8189.99,9405.837875775682,38.51836317338637,6.956418821393882,3.897242899336351
1521417600,8189,8705.23,8088.4,8600,9310.356363618292,42.893937799466165,21.80870441968858,10.377592726463396
1521504000,8595.01,9050,8280,8909.98,9241.001390097252,46.02169358754624,55.14203775302192,27.96905366470155
1521590400,8909.96,9177.01,8750.6,8885,9183.245444255579,45.803974138476136,82.2278913314019,53.05954450137089
1521676800,8884.82,9100,8465.1,8722.9,9109.188244482957,44.338131725136414,94.5661123118557,77.31201379875993
1521763200,8720,8909,8269,8898.03,9045.493680473706,46.336277345385355,94.5661123118557,90.45337198503785
1521849600,8898.04,8999.95,8491,8546.86,8966.088087698141,43.00272786861317,85.91125498300751,91.68115986890639
1521936000,8531.25,8669.85,8365.77,8470.15,8900.378517791389,42.28705838431942,79.45412249221408,86.64382992902586
1522022400,8470.14,8514.89,7831,8134.23,8820.981306362006,39.20969672150181,59.621202933579234,74.9955268029337
1522108800,8134.22,8215.94,7730,7795.51,8718.437750777139,36.33810310628336,41.073883570237264,60.049736332010276
1522195200,7795.51,8109,7728,7949.3,8628.382890024102,38.53900665497267,30.643241952205784,43.77944281867419
1522281600,7949.3,7975,6941.11,7090.14,8506.879442885667,31.90329367063272,17.142828177507305,29.619984566650217
1522368000,7090.16,7292.43,6600.1,6840.23,8336.601157861212,30.2706083278143,11.633916664756365,19.80666226482325
1522454400,6840.24,7223.36,6777,6923.91,8261.651922344163,31.53407609178805,2.6214651930396413,10.466070011767869
1522540800,6922,7049.98,6430,6813.01,8129.5059626537,30.739135815797127,3.5935742857689807,5.949652047855096
1522627200,6813.01,7125,6765,7056,8044.14908831074,34.62770356264487,12.633752299447721,6.282930592752216
1522713600,7063.97,7520,7011.01,7405.21,7967.70591324664,39.85397152513783,29.896018033604808,15.374448206273938
1522800000,7405.21,7427.52,6707,6796.1,7900.802589714609,34.650416699116334,38.01121257056315,26.846994301205328
1522886400,6796.1,6902,6566.69,6770.76,7830.189779779151,34.44890534601343,37.64023887828412,35.182489827484126
1522972800,6770,6850,6500,6601.39,7771.911493040061,33.06479274445469,25.071824168173066,33.57442520567355
1523059200,6601.39,7070,6586.28,6895.8,7737.175560330371,37.74706418369917,36.72402297258815,33.14536200634854
1523145600,6895.81,7109.13,6880,7018,7685.923519070796,39.63459236344098,60.62509640865978,40.80698118314043
1523232000,7011.04,7185,6611,6782.72,7584.903045981546,37.29021772355273,77.72573678636287,58.3582853892037
1523318400,6781.55,6890,6656,6843.9,7487.789450924058,38.31200946196136,84.95623809232804,74.435690429117
1523404800,6839.56,6990,6787,6953.79,7398.2105331841985,40.19689175648167,85.71929366819005,82.80042284896042
1523491200,6953.78,8012.23,6743.2,7923,7373.213472975542,53.6489222854976,94.63667040673458,88.43740072241765
1523577600,7922.99,8233.39,7732,7877.41,7331.981859108075,53.04449949370014,99.12057554879895,93.15884654124129
1523664000,7877.48,8186,7810,7999.01,7304.555588477306,54.51641599881626,99.12057554879895,97.62594050144428
1523750400,8004,8429.54,7999.02,8355,7299.001111545758,58.60723312610104,99.12057554879895,99.12057554879904
1523836800,8355.07,8419,7867,8064.92,7288.044013717777,54.319975113285935,94.4050529905569,97.54873469605168
1523923200,8064.92,8173.7,7825.4,7885.02,7288.299092619226,51.7896882606212,85.50803719564924,93.01122191166847
1524009600,7890.96,8236.43,7868,8173,7296.422618148819,55.37329898228619,81.28769633615613,87.06692884078753
1524096000,8173.99,8296,8080,8278,7346.179093085241,56.63888872559498,84.31391933033188,83.70321762071252
1524182400,8273.84,8930,8177.09,8856.98,7472.790155605874,62.88865534280964,93.21093512523954,86.27085026390928
1524268800,8852.12,9035,8565,8915.31,7579.834878718677,63.46006070994139,97.43127598473266,91.65204348010145
1524355200,8915.31,9020.67,8727.68,8787.02,7675.469966846994,61.22717071236727,97.1558993829456,95.93270349763937
1524441600,8785.7,8985,8745,8934.01,7748.380307795606,62.84047634940821,96.33465037982727,96.97394191583528
1524528000,8934,9731.01,8922,9619.99,7885.254367821444,69.26732250695451,96.33465037982727,96.6084000475335
1524614400,9618.96,9759.82,8730,8869.99,8049.503074629856,57.548224460544986,76.82809437818412,89.83246504594632
1524700800,8869.99,9307.48,8651.62,9266,8182.629907028413,61.27385376617689,62.404204693163365,78.52231648372502
1524787200,9267.03,9395,8889,8915.35,8273.229987484317,56.54204014390741,38.13455396184508,59.12228434439762
1524873600,8915.35,9427.48,8870,9348,8377.730155976182,60.58636871983418,43.928900832954696,48.15588649598782
1524960000,9348,9570.51,9163.74,9419,8463.851663016194,61.22411096379922,43.83403139071671,41.965828728505606
1525046400,9417.04,9458.64,9124.99,9246.01,8569.620480445734,58.73060426818022,48.00805954850731,45.25699725739301
1525132800,9246.01,9248.99,8800.49,9071.48,8641.783899942448,56.24185326738105,33.31479589391209,41.71896227771214
1525219200,9071.48,9268,8970.2,9247.84,8710.382285409283,58.170761733261145,20.257718873656632,33.86019143869211
1525305600,9247.81,9844,9168.4,9750,8825.288165682707,63.15155557550646,24.702550372757667,26.091688380108902
1525392000,9750,9830.04,9520.85,9713.99,8926.301905666536,62.576124958851025,38.828754615042484,27.9296746204857
1525478400,9714,10020,9682,9864,8995.514235916147,64.04586176308548,53.863657700593386,39.131654229464615
1525564800,9863.99,9970,9417.03,9659.01,9043.117504690961,60.54659015737938,47.19731969716653,46.62991067093424
1525651200,9661.02,9689.67,9181,9365,9104.691579074695,55.834602764201556,30.987355523731505,44.01611097383057
1525737600,9365,9475.7,9060.54,9187.56,9159.619243675552,53.14639782739099,11.016204255479806,29.733626492126053
1525824000,9178,9390,8965,9310,9200.180892055023,54.76481972019629,4.949545844192539,15.65103520780139
1525910400,9310,9395.12,8970,9002.2,9226.936942535074,50.08147773510131,4.949545844192539,6.9717653146217335
1525996800,9002.21,9016.8,8341,8400,9193.727036206095,42.43539075526141,4.949545844192539,4.949545844192644
1526083200,8405.94,8646.88,8153,8465.94,9170.06851647707,43.45342244896262,1.5702753437328552,3.8231223440394166
1526169600,8475.44,8763.36,8298,8679.71,9168.361749578813,46.74175040232511,8.212672055809117,4.910831081244942
1526256000,8679.71,8879.99,8277,8663.34,9151.586144952742,46.5186591234188,14.510958916653943,8.09796877206541
1526342400,8663.37,8859.99,8401.3,8462,9096.571747626069,43.752683284420705,14.972557425003187,12.565396132488855
1526428800,8462,8488,8083.01,8330,9088.696212051074,41.98991690111617,8.330160712926924,12.604559018194792
1526515200,8330,8464,7979,8041.46,9038.127926633537,38.352443047524865,2.0318738520820987,8.444863996670842
1526601600,8038.82,8273.21,7911.9,8239.81,9016.817857636946,42.067681037792006,4.819960617667272,5.0606650608922035
1526688000,8238.01,8390.8,8095.73,8233.49,8978.228905361224,41.98086664636665,10.26948083108533,5.70710510027834
1526774400,8233.49,8609,8163.9,8526.98,8937.187179224844,47.40860333125148,27.536913136350805,14.208784861701242
1526860800,8526.97,8595.31,8305,8381.24,8900.199628720226,45.14982434576833,36.52234957524737,24.77624784756127
